tweet_id,dog_breed,timestamp,rating_numerator,rating_denominator,name,year,dog_stage,favourite_count,retweet_count
667200525029539841,Siberian_husky,2015-11-19 04:39:35+00:00,11.0,10.0,Joshwa,2015.0,None,658.0,282.0
667211855547486208,golden_retriever,2015-11-19 05:24:37+00:00,9.0,10.0,Genevieve,2015.0,None,516.0,258.0
667393430834667520,papillon,2015-11-19 17:26:08+00:00,8.0,10.0,Fwed,2015.0,None,211.0,60.0
667405339315146752,Saint_Bernard,2015-11-19 18:13:27+00:00,7.0,10.0,Biden,2015.0,None,489.0,234.0
667435689202614272,Rottweiler,2015-11-19 20:14:03+00:00,12.0,10.0,None,2015.0,None,326.0,89.0
667453023279554560,Labrador_retriever,2015-11-19 21:22:56+00:00,11.0,10.0,Cupcake,2015.0,None,327.0,96.0
667455448082227200,Tibetan_terrier,2015-11-19 21:32:34+00:00,7.0,10.0,Reese,2015.0,None,203.0,66.0
667470559035432960,toy_poodle,2015-11-19 22:32:36+00:00,11.0,10.0,None,2015.0,None,273.0,102.0
667491009379606528,borzoi,2015-11-19 23:53:52+00:00,7.0,10.0,None,2015.0,None,559.0,242.0
667495797102141441,Chihuahua,2015-11-20 00:12:54+00:00,9.0,10.0,Philippe,2015.0,None,565.0,294.0
667502640335572993,Labrador_retriever,2015-11-20 00:40:05+00:00,11.0,10.0,Hall,2015.0,None,563.0,231.0
667509364010450944,beagle,2015-11-20 01:06:48+00:00,12.0,10.0,None,2015.0,None,7148.0,2272.0
667517642048163840,Italian_greyhound,2015-11-20 01:39:42+00:00,8.0,10.0,Dook,2015.0,None,389.0,203.0
667524857454854144,Chesapeake_Bay_retriever,2015-11-20 02:08:22+00:00,12.0,10.0,None,2015.0,None,1798.0,1198.0
667530908589760512,golden_retriever,2015-11-20 02:32:25+00:00,10.0,10.0,Naphaniel,2015.0,None,501.0,264.0
667534815156183040,Pembroke,2015-11-20 02:47:56+00:00,8.0,10.0,Frank,2015.0,None,866.0,576.0
667538891197542400,Yorkshire_terrier,2015-11-20 03:04:08+00:00,9.0,10.0,None,2015.0,None,220.0,72.0
667544320556335104,Pomeranian,2015-11-20 03:25:43+00:00,10.0,10.0,Kial,2015.0,None,917.0,568.0
667546741521195010,toy_poodle,2015-11-20 03:35:20+00:00,9.0,10.0,George,2015.0,None,355.0,138.0
667550904950915073,vizsla,,,,,,,,
667728196545200128,kuvasz,2015-11-20 15:36:22+00:00,11.0,10.0,Olive,2015.0,None,398.0,162.0
667773195014021121,West_Highland_white_terrier,2015-11-20 18:35:10+00:00,8.0,10.0,None,2015.0,None,243.0,61.0
667793409583771648,dalmatian,2015-11-20 19:55:30+00:00,8.0,10.0,None,2015.0,None,736.0,358.0
667801013445750784,flat-coated_retriever,2015-11-20 20:25:43+00:00,12.0,10.0,None,2015.0,None,346.0,101.0
667806454573760512,Chihuahua,2015-11-20 20:47:20+00:00,10.0,10.0,Filup,2015.0,None,1111.0,535.0
667832474953625600,miniature_pinscher,2015-11-20 22:30:44+00:00,12.0,10.0,None,2015.0,None,303.0,68.0
667861340749471744,malamute,2015-11-21 00:25:26+00:00,9.0,10.0,None,2015.0,None,253.0,86.0
667878741721415682,miniature_pinscher,2015-11-21 01:34:35+00:00,2.0,10.0,Tedrick,2015.0,None,409.0,127.0
667885044254572545,malamute,2015-11-21 01:59:37+00:00,10.0,10.0,Stu,2015.0,None,868.0,530.0
667886921285246976,Pomeranian,2015-11-21 02:07:05+00:00,11.0,10.0,Erik,2015.0,None,2011.0,1180.0
667902449697558528,Norwegian_elkhound,2015-11-21 03:08:47+00:00,9.0,10.0,Cleopatricia,2015.0,None,905.0,396.0
667915453470232577,boxer,2015-11-21 04:00:28+00:00,10.0,10.0,Otis,2015.0,None,222.0,59.0
667924896115245057,Labrador_retriever,2015-11-21 04:37:59+00:00,9.0,10.0,Jiminy,2015.0,None,318.0,119.0
668113020489474048,Pembroke,2015-11-21 17:05:31+00:00,6.0,10.0,Alfie,2015.0,None,709.0,265.0
668171859951755264,Chihuahua,2015-11-21 20:59:20+00:00,7.0,10.0,None,2015.0,None,525.0,208.0
668190681446379520,Blenheim_spaniel,2015-11-21 22:14:07+00:00,12.0,10.0,Skittles,2015.0,None,696.0,210.0
668204964695683073,Labrador_retriever,2015-11-21 23:10:52+00:00,8.0,10.0,Ron,2015.0,None,586.0,206.0
668221241640230912,chow,2015-11-22 00:15:33+00:00,10.0,10.0,None,2015.0,None,537.0,215.0
668237644992782336,chow,2015-11-22 01:20:44+00:00,10.0,10.0,Torque,2015.0,None,6614.0,3100.0
668248472370458624,Chihuahua,2015-11-22 02:03:45+00:00,8.0,10.0,Bisquick,2015.0,None,1056.0,523.0
668256321989451776,Pembroke,2015-11-22 02:34:57+00:00,13.0,10.0,Jareld,2015.0,None,1385.0,667.0
668268907921326080,Pembroke,2015-11-22 03:24:58+00:00,10.0,10.0,None,2015.0,None,592.0,261.0
668274247790391296,soft-coated_wheaten_terrier,2015-11-22 03:46:11+00:00,10.0,10.0,Sophie,2015.0,None,886.0,248.0
668286279830867968,golden_retriever,2015-11-22 04:33:59+00:00,11.0,10.0,Rusty,2015.0,None,535.0,149.0
668297328638447616,Eskimo_dog,2015-11-22 05:17:54+00:00,9.0,10.0,None,2015.0,None,656.0,319.0
668480044826800133,Labrador_retriever,2015-11-22 17:23:57+00:00,11.0,10.0,DayZ,2015.0,None,491.0,162.0
668484198282485761,standard_poodle,2015-11-22 17:40:27+00:00,9.0,10.0,None,2015.0,None,453.0,253.0
668496999348633600,Staffordshire_bullterrier,2015-11-22 18:31:19+00:00,8.0,10.0,Jo,2015.0,None,436.0,146.0
668507509523615744,basenji,2015-11-22 19:13:05+00:00,10.0,10.0,None,2015.0,None,345.0,116.0
668528771708952576,Labrador_retriever,2015-11-22 20:37:34+00:00,12.0,10.0,Gòrdón,2015.0,None,496.0,242.0
668537837512433665,Lakeland_terrier,2015-11-22 21:13:35+00:00,8.0,10.0,Spark,2015.0,None,265.0,79.0
668542336805281792,American_Staffordshire_terrier,2015-11-22 21:31:28+00:00,10.0,10.0,None,2015.0,None,497.0,231.0
668567822092664832,Shih-Tzu,2015-11-22 23:12:44+00:00,11.0,10.0,Marvin,2015.0,None,265.0,62.0
668623201287675904,Chihuahua,2015-11-23 02:52:48+00:00,10.0,10.0,Jomathan,2015.0,None,1551.0,851.0
668625577880875008,groenendael,2015-11-23 03:02:14+00:00,10.0,10.0,Maks,2015.0,None,417.0,140.0
668627278264475648,French_bulldog,2015-11-23 03:09:00+00:00,9.0,10.0,Timofy,2015.0,None,341.0,123.0
668631377374486528,miniature_schnauzer,2015-11-23 03:25:17+00:00,5.0,10.0,Zeek,2015.0,None,763.0,349.0
668633411083464705,Pekinese,2015-11-23 03:33:22+00:00,10.0,10.0,Churlie,2015.0,None,3024.0,1788.0
668636665813057536,komondor,2015-11-23 03:46:18+00:00,10.0,10.0,None,2015.0,None,1114.0,528.0
668641109086707712,pug,2015-11-23 04:03:57+00:00,10.0,10.0,Hanz,2015.0,None,1145.0,573.0
668655139528511488,beagle,2015-11-23 04:59:42+00:00,11.0,10.0,Winifred,2015.0,None,562.0,233.0
668779399630725120,Chesapeake_Bay_retriever,2015-11-23 13:13:28+00:00,10.0,10.0,Kevon,2015.0,None,749.0,409.0
668815180734689280,redbone,2015-11-23 15:35:39+00:00,7.0,10.0,None,2015.0,None,610.0,291.0
668826086256599040,malinois,2015-11-23 16:18:59+00:00,10.0,10.0,Banditt,2015.0,None,467.0,150.0
668852170888998912,golden_retriever,2015-11-23 18:02:38+00:00,11.0,10.0,Bobb,2015.0,None,479.0,184.0
668872652652679168,miniature_schnauzer,2015-11-23 19:24:02+00:00,11.0,10.0,Amélie,2015.0,None,566.0,322.0
668892474547511297,kelpie,2015-11-23 20:42:48+00:00,11.0,10.0,Ruffles,2015.0,None,422.0,164.0
668902994700836864,Brittany_spaniel,2015-11-23 21:24:36+00:00,11.0,10.0,Lambeau,2015.0,None,338.0,107.0
668932921458302977,standard_poodle,2015-11-23 23:23:31+00:00,9.0,10.0,Herald,2015.0,None,284.0,63.0
668955713004314625,cocker_spaniel,2015-11-24 00:54:05+00:00,10.0,10.0,None,2015.0,None,300.0,77.0
668960084974809088,Chesapeake_Bay_retriever,2015-11-24 01:11:27+00:00,10.0,10.0,Jaycob,2015.0,None,757.0,263.0
668975677807423489,basset,2015-11-24 02:13:25+00:00,11.0,10.0,Jeremy,2015.0,None,1386.0,641.0
668979806671884288,golden_retriever,2015-11-24 02:29:49+00:00,12.0,10.0,Chaz,2015.0,None,842.0,382.0
668986018524233728,Chihuahua,2015-11-24 02:54:30+00:00,9.0,10.0,Ruby,2015.0,None,578.0,183.0
668989615043424256,pug,2015-11-24 03:08:48+00:00,3.0,10.0,Bernie,2015.0,None,726.0,356.0
668994913074286592,English_springer,2015-11-24 03:29:51+00:00,5.0,10.0,None,2015.0,None,468.0,254.0
669000397445533696,Pembroke,2015-11-24 03:51:38+00:00,11.0,10.0,Terrance,2015.0,None,22118.0,6965.0
669006782128353280,Chihuahua,2015-11-24 04:17:01+00:00,12.0,10.0,Tucker,2015.0,None,610.0,269.0
669037058363662336,Chihuahua,2015-11-24 06:17:19+00:00,10.0,10.0,None,2015.0,None,698.0,336.0
669203728096960512,pug,2015-11-24 17:19:36+00:00,9.0,10.0,Samsom,2015.0,None,1074.0,522.0
669216679721873412,golden_retriever,2015-11-24 18:11:04+00:00,8.0,10.0,Clarq,2015.0,None,958.0,422.0
669324657376567296,Cardigan,2015-11-25 01:20:08+00:00,11.0,10.0,Ralf,2015.0,None,525.0,223.0
669327207240699904,golden_retriever,2015-11-25 01:30:16+00:00,13.0,10.0,None,2015.0,None,610.0,127.0
669328503091937280,Siberian_husky,2015-11-25 01:35:25+00:00,12.0,10.0,Kirk,2015.0,None,1081.0,452.0
669353438988365824,Pembroke,,,,,,,,
669354382627049472,Chihuahua,2015-11-25 03:18:15+00:00,8.0,10.0,Dug,2015.0,None,2889.0,1390.0
669359674819481600,Labrador_retriever,2015-11-25 03:39:17+00:00,11.0,10.0,Saydee,2015.0,None,390.0,134.0
669363888236994561,golden_retriever,2015-11-25 03:56:01+00:00,10.0,10.0,None,2015.0,None,669.0,252.0
669367896104181761,basset,2015-11-25 04:11:57+00:00,10.0,10.0,Chip,2015.0,None,485.0,172.0
669371483794317312,Brabancon_griffon,2015-11-25 04:26:12+00:00,10.0,10.0,Oliviér,2015.0,None,524.0,196.0
669375718304980992,Airedale,2015-11-25 04:43:02+00:00,6.0,10.0,Billl,2015.0,None,1425.0,792.0
669393256313184256,cocker_spaniel,2015-11-25 05:52:43+00:00,10.0,10.0,Ronduh,2015.0,None,383.0,83.0
669564461267722241,toy_poodle,2015-11-25 17:13:02+00:00,10.0,10.0,None,2015.0,None,413.0,133.0
669567591774625800,Chihuahua,2015-11-25 17:25:28+00:00,9.0,10.0,Kollin,2015.0,None,248.0,61.0
669573570759163904,West_Highland_white_terrier,2015-11-25 17:49:14+00:00,10.0,10.0,Linda,2015.0,None,467.0,156.0
669597912108789760,Eskimo_dog,2015-11-25 19:25:57+00:00,10.0,10.0,Skye,2015.0,None,550.0,163.0
669603084620980224,Maltese_dog,2015-11-25 19:46:30+00:00,10.0,10.0,None,2015.0,None,1006.0,401.0
669625907762618368,golden_retriever,2015-11-25 21:17:12+00:00,12.0,10.0,Penny,2015.0,None,3769.0,1963.0
669680153564442624,dalmatian,2015-11-26 00:52:45+00:00,8.0,10.0,Shawwn,2015.0,None,712.0,311.0
669683899023405056,Pomeranian,2015-11-26 01:07:38+00:00,10.0,10.0,Kloey,2015.0,None,412.0,119.0
669753178989142016,Pembroke,2015-11-26 05:42:55+00:00,10.0,10.0,Chester,2015.0,None,858.0,431.0
669926384437997569,Pomeranian,2015-11-26 17:11:11+00:00,12.0,10.0,None,2015.0,None,400.0,115.0
669942763794931712,vizsla,2015-11-26 18:16:16+00:00,11.0,10.0,Andru,2015.0,None,536.0,183.0
669970042633789440,miniature_pinscher,2015-11-26 20:04:40+00:00,10.0,10.0,Julio,2015.0,None,317.0,65.0
669993076832759809,toy_poodle,2015-11-26 21:36:12+00:00,9.0,10.0,Zoey,2015.0,None,344.0,92.0
670003130994700288,beagle,2015-11-26 22:16:09+00:00,10.0,10.0,Raphael,2015.0,None,352.0,100.0
670040295598354432,borzoi,2015-11-27 00:43:49+00:00,10.0,10.0,None,2015.0,None,801.0,118.0
670046952931721218,Blenheim_spaniel,2015-11-27 01:10:17+00:00,11.0,10.0,Ben,2015.0,None,684.0,191.0
670061506722140161,Italian_greyhound,2015-11-27 02:08:07+00:00,11.0,10.0,Liam,2015.0,None,822.0,373.0
670073503555706880,malamute,2015-11-27 02:55:47+00:00,10.0,10.0,Winston,2015.0,None,1674.0,874.0
670086499208155136,German_short-haired_pointer,2015-11-27 03:47:25+00:00,10.0,10.0,None,2015.0,None,740.0,275.0
670093938074779648,toy_poodle,2015-11-27 04:16:59+00:00,9.0,10.0,Wally,2015.0,None,1106.0,365.0
670290420111441920,Chihuahua,2015-11-27 17:17:44+00:00,11.0,10.0,Sandra,2015.0,None,750.0,315.0
670303360680108032,Shetland_sheepdog,2015-11-27 18:09:09+00:00,9.0,10.0,None,2015.0,None,452.0,151.0
670319130621435904,Irish_terrier,2015-11-27 19:11:49+00:00,11.0,10.0,None,2015.0,None,4110.0,1359.0
670338931251150849,cairn,2015-11-27 20:30:30+00:00,10.0,10.0,Butters,2015.0,None,451.0,122.0
670374371102445568,English_springer,2015-11-27 22:51:19+00:00,12.0,10.0,Daisy,2015.0,None,785.0,295.0
670385711116361728,whippet,2015-11-27 23:36:23+00:00,8.0,10.0,Larry,2015.0,None,593.0,234.0
670403879788544000,pug,2015-11-28 00:48:35+00:00,10.0,10.0,Nigel,2015.0,None,460.0,173.0
670411370698022913,Maltese_dog,2015-11-28 01:18:21+00:00,12.0,10.0,Scooter,2015.0,None,2176.0,991.0
670421925039075328,Chihuahua,2015-11-28 02:00:17+00:00,12.0,10.0,Herb,2015.0,None,1415.0,709.0
670427002554466305,toy_terrier,2015-11-28 02:20:27+00:00,9.0,10.0,None,2015.0,None,551.0,179.0
670428280563085312,chow,2015-11-28 02:25:32+00:00,11.0,10.0,Willy,2015.0,None,1484.0,694.0
670433248821026816,giant_schnauzer,2015-11-28 02:45:17+00:00,10.0,10.0,Sam,2015.0,None,345.0,122.0
670434127938719744,Chesapeake_Bay_retriever,2015-11-28 02:48:46+00:00,11.0,10.0,Hank,2015.0,None,1501.0,708.0
670435821946826752,basenji,2015-11-28 02:55:30+00:00,10.0,10.0,None,2015.0,None,1127.0,570.0
670442337873600512,Sussex_spaniel,2015-11-28 03:21:24+00:00,11.0,10.0,Koda,2015.0,None,690.0,213.0
670444955656130560,English_springer,2015-11-28 03:31:48+00:00,10.0,10.0,Paull,2015.0,None,7120.0,2153.0
670452855871037440,malamute,2015-11-28 04:03:11+00:00,11.0,10.0,None,2015.0,None,580.0,225.0
670676092097810432,Dandie_Dinmont,2015-11-28 18:50:15+00:00,8.0,10.0,Bloo,2015.0,None,267.0,45.0
670679630144274432,Ibizan_hound,2015-11-28 19:04:19+00:00,8.0,10.0,Pluto,2015.0,None,799.0,315.0
670691627984359425,Shetland_sheepdog,2015-11-28 19:51:59+00:00,8.0,10.0,Ester,2015.0,None,632.0,266.0
670704688707301377,Norwich_terrier,2015-11-28 20:43:53+00:00,6.0,10.0,Danny,2015.0,None,814.0,405.0
670717338665226240,Pomeranian,2015-11-28 21:34:09+00:00,12.0,10.0,None,2015.0,None,1301.0,547.0
670755717859713024,keeshond,2015-11-29 00:06:39+00:00,9.0,10.0,Gin,2015.0,None,475.0,123.0
670764103623966721,Norfolk_terrier,2015-11-29 00:39:59+00:00,10.0,10.0,Vincent,2015.0,None,1154.0,466.0
670778058496974848,pug,2015-11-29 01:35:26+00:00,10.0,10.0,None,2015.0,None,345.0,77.0
670780561024270336,Labrador_retriever,2015-11-29 01:45:22+00:00,7.0,10.0,Traviss,2015.0,None,831.0,317.0
670782429121134593,Chihuahua,2015-11-29 01:52:48+00:00,5.0,10.0,None,2015.0,None,1691.0,863.0
670786190031921152,Pembroke,2015-11-29 02:07:44+00:00,8.0,10.0,Creg,2015.0,None,640.0,218.0
670789397210615808,beagle,2015-11-29 02:20:29+00:00,9.0,10.0,None,2015.0,None,700.0,255.0
670792680469889025,toy_poodle,2015-11-29 02:33:32+00:00,7.0,10.0,Antony,2015.0,None,889.0,298.0
670797304698376195,Pembroke,2015-11-29 02:51:54+00:00,11.0,10.0,Trigger,2015.0,None,780.0,262.0
670803562457407488,basenji,2015-11-29 03:16:46+00:00,10.0,10.0,None,2015.0,None,362.0,95.0
670804601705242624,Pomeranian,2015-11-29 03:20:54+00:00,10.0,10.0,Mason,2015.0,None,2098.0,1035.0
670807719151067136,Old_English_sheepdog,2015-11-29 03:33:17+00:00,11.0,10.0,Andy,2015.0,None,1234.0,546.0
670811965569282048,basset,2015-11-29 03:50:10+00:00,10.0,10.0,Maggie,2015.0,None,1202.0,295.0
670815497391357952,American_Staffordshire_terrier,2015-11-29 04:04:12+00:00,10.0,10.0,Sage,2015.0,None,3410.0,1708.0
670822709593571328,Chihuahua,2015-11-29 04:32:51+00:00,10.0,10.0,None,2015.0,None,647.0,105.0
670823764196741120,Labrador_retriever,2015-11-29 04:37:03+00:00,12.0,10.0,Remington,2015.0,None,824.0,205.0
670832455012716544,malinois,2015-11-29 05:11:35+00:00,10.0,10.0,Amy,2015.0,None,780.0,242.0
670833812859932673,Pekinese,2015-11-29 05:16:59+00:00,7.0,10.0,Jett,2015.0,None,474.0,135.0
670840546554966016,Shih-Tzu,2015-11-29 05:43:44+00:00,10.0,10.0,Colby,2015.0,None,634.0,213.0
670995969505435648,redbone,2015-11-29 16:01:20+00:00,12.0,10.0,None,2015.0,None,1175.0,317.0
671109016219725825,basenji,2015-11-29 23:30:32+00:00,8.0,10.0,Toby,2015.0,None,1225.0,478.0
671115716440031232,malinois,2015-11-29 23:57:10+00:00,6.0,10.0,Phred,2015.0,None,1436.0,842.0
671122204919246848,Chihuahua,2015-11-30 00:22:57+00:00,4.0,10.0,None,2015.0,None,3729.0,2763.0
671134062904504320,Shih-Tzu,2015-11-30 01:10:04+00:00,8.0,10.0,Clarence,2015.0,None,796.0,212.0
671138694582165504,Samoyed,2015-11-30 01:28:28+00:00,10.0,10.0,None,2015.0,None,996.0,448.0
671141549288370177,borzoi,2015-11-30 01:39:49+00:00,9.0,10.0,None,2015.0,None,1246.0,713.0
671147085991960577,Yorkshire_terrier,2015-11-30 02:01:49+00:00,9.0,10.0,None,2015.0,None,713.0,254.0
671151324042559489,Rottweiler,2015-11-30 02:18:39+00:00,12.0,10.0,None,2015.0,None,714.0,166.0
671154572044468225,Labrador_retriever,2015-11-30 02:31:34+00:00,11.0,10.0,Holly,2015.0,None,769.0,241.0
671163268581498880,Scottish_deerhound,2015-11-30 03:06:07+00:00,8.0,10.0,None,2015.0,None,1763.0,1198.0
671182547775299584,Rottweiler,2015-11-30 04:22:44+00:00,12.0,10.0,None,2015.0,None,1193.0,378.0
671186162933985280,Chihuahua,2015-11-30 04:37:05+00:00,10.0,10.0,Sparky,2015.0,None,788.0,241.0
671355857343524864,miniature_poodle,2015-11-30 15:51:24+00:00,10.0,10.0,Lou,2015.0,None,508.0,119.0
671357843010908160,Italian_greyhound,2015-11-30 15:59:17+00:00,9.0,10.0,None,2015.0,None,426.0,157.0
671485057807351808,Samoyed,2015-12-01 00:24:48+00:00,11.0,10.0,Penelope,2015.0,None,806.0,253.0
671486386088865792,German_shepherd,2015-12-01 00:30:04+00:00,10.0,10.0,Malcolm,2015.0,None,621.0,226.0
671504605491109889,toy_poodle,2015-12-01 01:42:28+00:00,11.0,10.0,Charlie,2015.0,None,7495.0,3866.0
671518598289059840,Lakeland_terrier,2015-12-01 02:38:04+00:00,9.0,10.0,Scruffers,2015.0,None,1010.0,319.0
671520732782923777,Pomeranian,2015-12-01 02:46:33+00:00,10.0,10.0,Alejandro,2015.0,None,1499.0,582.0
671528761649688577,Doberman,2015-12-01 03:18:27+00:00,10.0,10.0,Jax,2015.0,None,896.0,280.0
671536543010570240,pug,2015-12-01 03:49:23+00:00,9.0,10.0,Reginald,2015.0,None,1253.0,441.0
671542985629241344,Shetland_sheepdog,2015-12-01 04:14:59+00:00,10.0,10.0,JD,2015.0,None,1166.0,616.0
671561002136281088,Gordon_setter,2015-12-01 05:26:34+00:00,13.0,10.0,None,2015.0,None,13679.0,7931.0
671729906628341761,kuvasz,,,,,,,,
671735591348891648,Irish_wolfhound,2015-12-01 17:00:19+00:00,11.0,10.0,Oscar,2015.0,None,1534.0,819.0
671743150407421952,toy_poodle,2015-12-01 17:30:22+00:00,11.0,10.0,None,2015.0,None,779.0,248.0
